K,r,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9
2.782000000000024,0.9948302902338121,0.0,-0.10244056657638087,0.004944346310604633,-0.175352910181154,-0.10642883001387497,-0.18007303236515285,-0.05367913538415876,-0.19024800388300833,-0.139989221017139,-0.36052607994594904
2.783000000000024,0.9948340267952671,0.0,-0.1024035862277343,0.004942501519121271,-0.1752895526294127,-0.10639035753410683,-0.18000805704572656,-0.05365980192493791,-0.19017928335714568,-0.1399387598002132,-0.3603953219371188
2.784000000000024,0.9948377592988499,0.0,-0.1023666326313361,0.004940658127289788,-0.17522624097292352,-0.10635191294332882,-0.17994312869817583,-0.053640482403859754,-0.19011061259192427,-0.13988833500689035,-0.3602646591968774
2.7850000000000237,0.9948414877504462,0.0,-0.10232970575809856,0.004938816133494021,-0.17516297516169568,-0.1063134962111335,-0.1798782472714754,-0.05362117680583857,-0.19004199153316936,-0.13983794659768556,-0.3601340916206364
2.7860000000000236,0.9948452121559317,0.0,-0.10229280557897635,0.00493697553612027,-0.17509975514581141,-0.10627510730715783,-0.17981341271467394,-0.05360188511581065,-0.18997342012678525,-0.13978759453317122,-0.3600036191039616
2.7870000000000235,0.9948489325211707,0.0,-0.10225593206496626,0.004935136333557418,-0.17503658087542542,-0.10623674620108302,-0.17974862497689417,-0.05358260731873406,-0.18990489831875493,-0.13973727877397674,-0.3598732415425721
2.7880000000000233,0.9948526488520167,0.0,-0.10221908518710725,0.004933298524196752,-0.17497345230076514,-0.10619841286263447,-0.17968388400733262,-0.05356334339958845,-0.18983642605513987,-0.13968699928078848,-0.35974295883234025
2.7890000000000232,0.9948563611543138,0.0,-0.10218226491648007,0.004931462106432261,-0.17491036937213,-0.10616010726158144,-0.17961918975525912,-0.053544093343375114,-0.18976800328207977,-0.13963675601434944,-0.3596127708692912
2.790000000000023,0.9948600694338938,0.0,-0.10214547122420782,0.004929627078660076,-0.1748473320398923,-0.10612182936773766,-0.1795545421700176,-0.053524857135117315,-0.1896996299457931,-0.13958654893545983,-0.35948267754960334
2.791000000000023,0.9948637736965795,0.0,-0.10210870408145513,0.004927793439279139,-0.17478434025449585,-0.10608357915096034,-0.17948994120102474,-0.05350563475985948,-0.18963130599257588,-0.13953637800497593,-0.3593526787696068
2.792000000000023,0.9948674739481822,0.0,-0.1020719634594285,0.004925961186690884,-0.1747213939664567,-0.10604535658115058,-0.1794253867977707,-0.05348642620266767,-0.18956303136880226,-0.13948624318381067,-0.3592227744257839
2.793000000000023,0.9948711701945029,0.0,-0.10203524932937626,0.0049241303192990365,-0.17465849312636278,-0.10600716162825348,-0.17936087890981883,-0.05346723144862972,-0.18949480602092436,-0.13943614443293365,-0.359092964414769
2.7940000000000227,0.9948748624413317,0.0,-0.1019985616625883,0.004922300835509817,-0.17459563768487382,-0.10596899426225773,-0.17929641748680544,-0.053448050482854746,-0.189426629895472,-0.13938608171337072,-0.3589632486333482
